Signature: 4/4, Ticks per Beat: 3
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;71;0,499;-1;3,0;0;0;0;0;0;0
0,5;-1;1;2;0;71;0,499;-1;3,0;0;0;0;0;0;0
1,0;-1;1;3;0;70;0,499;-1;3,0;0;0;0;0;0;0
1,5;-1;1;4;0;71;0,499;-1;3,0;0;0;0;0;0;0
2,0;-1;2;1;0;67;0,499;-1;3,0;0;0;0;0;0;0
2,5;-1;2;2;0;71;0,499;-1;3,0;0;0;0;0;0;0
3,0;-1;2;3;0;60;0,999;-1;6,0;0;0;0;0;0;0
4,0;-1;3;1;0;63;0,499;-1;3,0;0;0;0;0;0;0
4,5;-1;3;2;0;66;0,499;-1;3,0;0;0;0;0;0;0
5,0;-1;3;3;0;72;0,3323;-1;2,0;0;0;0;0;0;0
5,3333;-1;3;3;2;74;0,3323;-1;2,0;0;0;0;0;0;0
5,6667;-1;3;4;1;71;0,3323;-1;2,0;0;0;0;0;0;0
6,0;-1;4;1;0;63;0,499;-1;3,0;0;0;0;0;0;0
6,5;-1;4;2;0;66;0,499;-1;3,0;0;0;0;0;0;0
7,0;-1;4;3;0;62;0,499;-1;3,0;0;0;0;0;0;0
8,0;-1;5;1;0;61;0,499;-1;3,0;0;0;0;0;0;0
8,5;-1;5;2;0;72;0,499;-1;3,0;0;0;0;0;0;0
9,0;-1;5;3;0;69;0,499;-1;3,0;0;0;0;0;0;0
9,5;-1;5;4;0;71;0,499;-1;3,0;0;0;0;0;0;0
10,0;-1;6;1;0;70;0,499;-1;3,0;0;0;0;0;0;0
10,5;-1;6;2;0;67;0,499;-1;3,0;0;0;0;0;0;0
11,0;-1;6;3;0;65;0,999;-1;6,0;0;0;0;0;0;0
12,0;-1;7;1;0;73;0,499;-1;3,0;0;0;0;0;0;0
12,5;-1;7;2;0;73;0,499;-1;3,0;0;0;0;0;0;0
13,0;-1;7;3;0;72;0,499;-1;3,0;0;0;0;0;0;0
13,5;-1;7;4;0;73;0,499;-1;3,0;0;0;0;0;0;0
14,0;-1;8;1;0;71;0,999;-1;6,0;0;0;0;0;0;0
15,0;-1;8;3;0;67;0,999;-1;6,0;0;0;0;0;0;0
16,0;-1;9;1;0;70;0,499;-1;3,0;0;0;0;0;0;0
16,5;-1;9;2;0;70;0,499;-1;3,0;0;0;0;0;0;0
17,0;-1;9;3;0;59;0,499;-1;3,0;0;0;0;0;0;0
17,5;-1;9;4;0;70;0,499;-1;3,0;0;0;0;0;0;0
18,0;-1;10;1;0;67;0,3323;-1;2,0;0;0;0;0;0;0
18,3333;-1;10;1;2;70;0,3323;-1;2,0;0;0;0;0;0;0
18,6667;-1;10;2;1;67;0,3323;-1;2,0;0;0;0;0;0;0
19,0;-1;10;3;0;59;0,999;-1;6,0;0;0;0;0;0;0
20,0;-1;11;1;0;56;0,499;-1;3,0;0;0;0;0;0;0
20,5;-1;11;2;0;67;0,499;-1;3,0;0;0;0;0;0;0
21,0;-1;11;3;0;64;0,499;-1;3,0;0;0;0;0;0;0
21,5;-1;11;4;0;66;0,499;-1;3,0;0;0;0;0;0;0
22,0;-1;12;1;0;62;0,499;-1;3,0;0;0;0;0;0;0
22,5;-1;12;2;0;65;0,499;-1;3,0;0;0;0;0;0;0
23,0;-1;12;3;0;73;0,999;-1;6,0;0;0;0;0;0;0
24,0;-1;13;1;0;72;0,999;-1;6,0;0;0;0;0;0;0
25,0;-1;13;3;0;69;0,999;-1;6,0;0;0;0;0;0;0
26,0;-1;14;1;0;72;0,499;-1;3,0;0;0;0;0;0;0
26,5;-1;14;2;0;69;0,499;-1;3,0;0;0;0;0;0;0
27,0;-1;14;3;0;61;0,999;-1;6,0;0;0;0;0;0;0
28,0;-1;15;1;0;64;0,499;-1;3,0;0;0;0;0;0;0
28,5;-1;15;2;0;64;0,499;-1;3,0;0;0;0;0;0;0
29,0;-1;15;3;0;60;0,3323;-1;2,0;0;0;0;0;0;0
29,3333;-1;15;3;2;62;0,3323;-1;2,0;0;0;0;0;0;0
29,6667;-1;15;4;1;66;0,3323;-1;2,0;0;0;0;0;0;0
30,0;-1;16;1;0;63;0,999;-1;6,0;0;0;0;0;0;0
31,0;-1;16;3;0;63;0,499;-1;3,0;0;0;0;0;1;0
