Signature: 6/8, Ticks per Beat: 6
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;78;0,249;-1;2,0;0;0;0;0;0;0
0,25;-1;1;1;2;81;0,249;-1;2,0;0;0;0;0;0;0
0,75;-1;1;2;0;81;0,249;-1;2,0;0;0;0;0;0;0
1,0;-1;1;2;2;86;0,249;-1;2,0;0;0;0;0;0;0
1,75;-1;2;1;2;83;0,249;-1;2,0;0;0;0;0;0;0
2,0;-1;2;1;4;79;0,249;-1;2,0;0;0;0;0;0;0
2,25;-1;2;2;0;84;0,249;-1;2,0;0;0;0;0;0;0
2,5;-1;2;2;2;81;0,249;-1;2,0;0;0;0;0;0;0
2,75;-1;2;2;4;78;0,249;-1;2,0;0;0;0;0;0;0
3,25;-1;3;1;2;79;0,249;-1;2,0;0;0;0;0;0;0
3,5;-1;3;1;4;76;0,249;-1;2,0;0;0;0;0;0;0
3,75;-1;3;2;0;81;0,249;-1;2,0;0;0;0;0;0;0
4,0;-1;3;2;2;78;0,249;-1;2,0;0;0;0;0;0;0
4,25;-1;3;2;4;74;0,499;-1;4,0;0;0;0;0;0;0
4,75;-1;4;1;2;72;0,249;-1;2,0;0;0;0;0;0;0
5,0;-1;4;1;4;74;0,249;-1;2,0;0;0;0;0;0;0
5,25;-1;4;2;0;75;0,249;-1;2,0;0;0;0;0;0;0
5,5;-1;4;2;2;76;0,499;-1;4,0;0;0;0;0;0;0
6,0;-1;5;1;0;78;0,249;-1;2,0;0;0;0;0;0;0
6,25;-1;5;1;2;81;0,249;-1;2,0;0;0;0;0;0;0
6,75;-1;5;2;0;83;0,249;-1;2,0;0;0;0;0;0;0
7,0;-1;5;2;2;86;0,249;-1;2,0;0;0;0;0;0;0
7,75;-1;6;1;2;72;0,249;-1;2,0;0;0;0;0;0;0
8,0;-1;6;1;4;76;0,249;-1;2,0;0;0;0;0;0;0
8,25;-1;6;2;0;78;0,249;-1;2,0;0;0;0;0;0;0
8,5;-1;6;2;2;81;0,249;-1;2,0;0;0;0;0;0;0
9,25;-1;7;1;2;74;0,249;-1;2,0;0;0;0;0;0;0
9,5;-1;7;1;4;78;0,249;-1;2,0;0;0;0;0;0;0
9,75;-1;7;2;0;76;0,249;-1;2,0;0;0;0;0;0;0
10,0;-1;7;2;2;79;0,249;-1;2,0;0;0;0;0;0;0
10,25;-1;7;2;4;78;0,249;-1;2,0;0;0;0;0;0;0
10,5;-1;8;1;0;76;0,374;-1;3,0;0;0;0;0;0;0
10,875;-1;8;1;3;74;0,124;-1;1,0;0;0;0;0;0;0
11,0;-1;8;1;4;73;0,249;-1;2,0;0;0;0;0;0;0
11,25;-1;8;2;0;74;0,749;-1;6,0;0;0;0;0;1;0
