Signature: 3/4, Ticks per Beat: 12
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
1,0;-1;0;3;0;46;0,374;-1;9,0;0;0;0;0;0;0
1,375;-1;0;3;9;46;0,124;-1;3,0;0;0;0;0;0;0
1,5;-1;1;1;0;55;0,6656;-1;16,0;0;0;0;0;0;0
2,1667;-1;1;2;4;56;0,1656;-1;4,0;0;0;0;0;0;0
2,3333;-1;1;2;8;55;0,1656;-1;4,0;0;0;0;0;0;0
2,5;-1;1;3;0;55;0,1656;-1;4,0;0;0;0;0;0;0
2,6667;-1;1;3;4;53;0,1656;-1;4,0;0;0;0;0;0;0
2,8333;-1;1;3;8;51;0,1656;-1;4,0;0;0;0;0;0;0
3,0;-1;2;1;0;50;0,249;-1;6,0;0;0;0;0;0;0
3,25;-1;2;1;6;48;0,249;-1;6,0;0;0;0;0;0;0
3,5;-1;2;2;0;48;0,499;-1;12,0;0;0;0;0;0;0
4,0;-1;2;3;0;48;0,374;-1;9,0;0;0;0;0;0;0
4,375;-1;2;3;9;48;0,124;-1;3,0;0;0;0;0;0;0
4,5;-1;3;1;0;56;0,6656;-1;16,0;0;0;0;0;0;0
5,1667;-1;3;2;4;58;0,1656;-1;4,0;0;0;0;0;0;0
5,3333;-1;3;2;8;56;0,1656;-1;4,0;0;0;0;0;0;0
5,5;-1;3;3;0;55;0,1656;-1;4,0;0;0;0;0;0;0
5,6667;-1;3;3;4;53;0,1656;-1;4,0;0;0;0;0;0;0
5,8333;-1;3;3;8;51;0,1656;-1;4,0;0;0;0;0;0;0
6,0;-1;4;1;0;51;0,499;-1;12,0;0;0;0;0;0;0
6,5;-1;4;2;0;50;0,499;-1;12,0;0;0;0;0;0;0
7,0;-1;4;3;0;46;0,374;-1;9,0;0;0;0;0;0;0
7,375;-1;4;3;9;46;0,124;-1;3,0;0;0;0;0;0;0
7,5;-1;5;1;0;58;0,6656;-1;16,0;0;0;0;0;0;0
8,1667;-1;5;2;4;60;0,1656;-1;4,0;0;0;0;0;0;0
8,3333;-1;5;2;8;58;0,1656;-1;4,0;0;0;0;0;0;0
8,5;-1;5;3;0;56;0,1656;-1;4,0;0;0;0;0;0;0
8,6667;-1;5;3;4;53;0,1656;-1;4,0;0;0;0;0;0;0
8,8333;-1;5;3;8;55;0,1656;-1;4,0;0;0;0;0;0;0
9,0;-1;6;1;0;56;0,1656;-1;4,0;0;0;0;0;0;0
9,1667;-1;6;1;4;58;0,1656;-1;4,0;0;0;0;0;0;0
9,3333;-1;6;1;8;56;0,1656;-1;4,0;0;0;0;0;0;0
9,5;-1;6;2;0;55;0,499;-1;12,0;0;0;0;0;0;0
10,0;-1;6;3;0;51;0,374;-1;9,0;0;0;0;0;0;0
10,375;-1;6;3;9;53;0,124;-1;3,0;0;0;0;0;0;0
10,5;-1;7;1;0;54;0,6656;-1;16,0;0;0;0;0;0;0
11,1667;-1;7;2;4;53;0,1656;-1;4,0;0;0;0;0;0;0
11,3333;-1;7;2;8;54;0,1656;-1;4,0;0;0;0;0;0;0
11,5;-1;7;3;0;56;0,124;-1;3,0;0;0;0;0;0;0
11,625;-1;7;3;3;54;0,124;-1;3,0;0;0;0;0;0;0
11,75;-1;7;3;6;53;0,124;-1;3,0;0;0;0;0;0;0
11,875;-1;7;3;9;51;0,124;-1;3,0;0;0;0;0;0;0
12,0;-1;8;1;0;51;0,499;-1;12,0;0;0;0;0;0;0
12,5;-1;8;2;0;50;0,499;-1;12,0;0;0;0;0;0;0
13,0;-1;8;3;0;46;0,374;-1;9,0;0;0;0;0;0;0
13,375;-1;8;3;9;46;0,124;-1;3,0;0;0;0;0;0;0
13,5;-1;9;1;0;60;0,6656;-1;16,0;0;0;0;0;0;0
14,1667;-1;9;2;4;62;0,1656;-1;4,0;0;0;0;0;0;0
14,3333;-1;9;2;8;60;0,1656;-1;4,0;0;0;0;0;0;0
14,5;-1;9;3;0;58;0,499;-1;12,0;0;0;0;0;0;0
15,0;-1;10;1;0;59;0,6656;-1;16,0;0;0;0;0;0;0
15,6667;-1;10;2;4;61;0,1656;-1;4,0;0;0;0;0;0;0
15,8333;-1;10;2;8;59;0,1656;-1;4,0;0;0;0;0;0;0
16,0;-1;10;3;0;58;0,499;-1;12,0;0;0;0;0;0;0
16,75;-1;11;1;6;59;0,249;-1;6,0;0;0;0;0;0;0
17,0;-1;11;2;0;56;0,249;-1;6,0;0;0;0;0;0;0
17,25;-1;11;2;6;53;0,249;-1;6,0;0;0;0;0;0;0
17,5;-1;11;3;0;50;0,249;-1;6,0;0;0;0;0;0;0
17,75;-1;11;3;6;46;0,249;-1;6,0;0;0;0;0;0;0
18,0;-1;12;1;0;55;0,6656;-1;16,0;0;0;0;0;0;0
18,6667;-1;12;2;4;56;0,1656;-1;4,0;0;0;0;0;0;0
18,8333;-1;12;2;8;55;0,1656;-1;4,0;0;0;0;0;0;0
19,0;-1;12;3;0;53;0,249;-1;6,0;0;0;0;0;0;0
19,25;-1;12;3;6;58;0,249;-1;6,0;0;0;0;0;0;0
19,5;-1;13;1;0;51;0,499;-1;12,0;0;0;0;0;1;0
