Signature: 4/4, Ticks per Beat: 2
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;56;0,499;-1;2,0;0;0;0;0;0;0
0,5;-1;1;2;0;48;0,499;-1;2,0;0;0;0;0;0;0
1,0;-1;1;3;0;45;0,999;-1;4,0;0;0;0;0;0;0
2,0;-1;2;1;0;56;0,249;-1;1,0;0;0;0;0;0;0
2,25;-1;2;1;1;60;0,249;-1;1,0;0;0;0;0;0;0
2,5;-1;2;2;0;56;0,249;-1;1,0;0;0;0;0;0;0
2,75;-1;2;2;1;47;0,249;-1;1,0;0;0;0;0;0;0
3,0;-1;2;3;0;43;0,999;-1;4,0;0;0;0;0;0;0
4,0;-1;3;1;0;44;0,249;-1;1,0;0;0;0;0;0;0
4,25;-1;3;1;1;53;0,249;-1;1,0;0;0;0;0;0;0
4,5;-1;3;2;0;53;0,499;-1;2,0;0;0;0;0;0;0
5,0;-1;3;3;0;50;0,999;-1;4,0;0;0;0;0;0;0
6,0;-1;4;1;0;44;0,249;-1;1,0;0;0;0;0;0;0
6,25;-1;4;1;1;53;0,249;-1;1,0;0;0;0;0;0;0
6,5;-1;4;2;0;53;0,249;-1;1,0;0;0;0;0;0;0
6,75;-1;4;2;1;53;0,249;-1;1,0;0;0;0;0;0;0
7,0;-1;4;3;0;52;0,999;-1;4,0;0;0;0;0;0;0
8,0;-1;5;1;0;45;0,499;-1;2,0;0;0;0;0;0;0
8,5;-1;5;2;0;54;0,499;-1;2,0;0;0;0;0;0;0
9,0;-1;5;3;0;58;0,999;-1;4,0;0;0;0;0;0;0
10,0;-1;6;1;0;45;0,249;-1;1,0;0;0;0;0;0;0
10,25;-1;6;1;1;54;0,249;-1;1,0;0;0;0;0;0;0
10,5;-1;6;2;0;58;0,249;-1;1,0;0;0;0;0;0;0
10,75;-1;6;2;1;54;0,249;-1;1,0;0;0;0;0;0;0
11,0;-1;6;3;0;46;0,999;-1;4,0;0;0;0;0;0;0
12,0;-1;7;1;0;43;0,249;-1;1,0;0;0;0;0;0;0
12,25;-1;7;1;1;45;0,249;-1;1,0;0;0;0;0;0;0
12,5;-1;7;2;0;49;0,249;-1;1,0;0;0;0;0;0;0
12,75;-1;7;2;1;47;0,249;-1;1,0;0;0;0;0;0;0
13,0;-1;7;3;0;45;0,249;-1;1,0;0;0;0;0;0;0
13,25;-1;7;3;1;46;0,249;-1;1,0;0;0;0;0;0;0
13,5;-1;7;4;0;52;0,499;-1;2,0;0;0;0;0;0;0
14,0;-1;8;1;0;52;0,249;-1;1,0;0;0;0;0;0;0
14,25;-1;8;1;1;56;0,249;-1;1,0;0;0;0;0;0;0
14,5;-1;8;2;0;52;0,249;-1;1,0;0;0;0;0;0;0
14,75;-1;8;2;1;46;0,249;-1;1,0;0;0;0;0;0;0
15,0;-1;8;3;0;52;0,249;-1;1,0;0;0;0;0;0;0
15,25;-1;8;3;1;55;0,249;-1;1,0;0;0;0;0;0;0
15,5;-1;8;4;0;52;0,249;-1;1,0;0;0;0;0;0;0
15,75;-1;8;4;1;44;0,249;-1;1,0;0;0;0;0;0;0
16,0;-1;9;1;0;46;0,249;-1;1,0;0;0;0;0;0;0
16,25;-1;9;1;1;48;0,249;-1;1,0;0;0;0;0;0;0
16,5;-1;9;2;0;50;0,249;-1;1,0;0;0;0;0;0;0
16,75;-1;9;2;1;47;0,249;-1;1,0;0;0;0;0;0;0
17,0;-1;9;3;0;49;0,249;-1;1,0;0;0;0;0;0;0
17,25;-1;9;3;1;51;0,249;-1;1,0;0;0;0;0;0;0
17,5;-1;9;4;0;53;0,499;-1;2,0;0;0;0;0;0;0
18,0;-1;10;1;0;57;0,499;-1;2,0;0;0;0;0;0;0
18,5;-1;10;2;0;48;0,499;-1;2,0;0;0;0;0;0;0
19,0;-1;10;3;0;44;0,999;-1;4,0;0;0;0;0;0;0
20,0;-1;11;1;0;57;0,249;-1;1,0;0;0;0;0;0;0
20,25;-1;11;1;1;61;0,249;-1;1,0;0;0;0;0;0;0
20,5;-1;11;2;0;57;0,249;-1;1,0;0;0;0;0;0;0
20,75;-1;11;2;1;48;0,249;-1;1,0;0;0;0;0;0;0
21,0;-1;11;3;0;44;0,499;-1;2,0;0;0;0;0;0;0
21,5;-1;11;4;0;44;0,499;-1;2,0;0;0;0;0;0;0
22,0;-1;12;1;0;53;1,499;-1;6,0;0;0;0;0;1;0
