Signature: 2/2, Ticks per Beat: 2
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
1,5;-1;0;2;1;48;0,499;-1;1,0;0;0;0;0;0;0
2,0;-1;1;1;0;56;0,999;-1;2,0;0;0;0;0;0;0
3,0;-1;1;2;0;57;0,499;-1;1,0;0;0;0;0;0;0
3,5;-1;1;2;1;45;0,499;-1;1,0;0;0;0;0;0;0
4,0;-1;2;1;0;57;0,999;-1;2,0;0;0;0;0;0;0
5,0;-1;2;2;0;58;0,499;-1;1,0;0;0;0;0;0;0
5,5;-1;2;2;1;48;0,499;-1;1,0;0;0;0;0;0;0
6,0;-1;3;1;0;47;0,499;-1;1,0;0;0;0;0;0;0
6,5;-1;3;1;1;50;0,499;-1;1,0;0;0;0;0;0;0
7,0;-1;3;2;0;53;0,499;-1;1,0;0;0;0;0;0;0
7,5;-1;3;2;1;57;0,499;-1;1,0;0;0;0;0;0;0
8,0;-1;4;1;0;55;0,999;-1;2,0;0;0;0;0;0;0
9,5;-1;4;2;1;53;0,499;-1;1,0;0;0;0;0;0;0
10,0;-1;5;1;0;63;0,999;-1;2,0;0;0;0;0;0;0
11,0;-1;5;2;0;62;0,499;-1;1,0;0;0;0;0;0;0
11,5;-1;5;2;1;53;0,499;-1;1,0;0;0;0;0;0;0
12,0;-1;6;1;0;61;0,999;-1;2,0;0;0;0;0;0;0
13,0;-1;6;2;0;60;0,999;-1;2,0;0;0;0;0;0;0
14,5;-1;7;1;1;47;0,999;-1;2,0;0;0;0;0;0;0
15,5;-1;7;2;1;48;0,499;-1;1,0;0;0;0;0;0;0
16,0;-1;8;1;0;57;0,499;-1;1,0;0;0;0;0;0;0
16,5;-1;8;1;1;55;0,499;-1;1,0;0;0;0;0;0;0
17,0;-1;8;2;0;53;0,499;-1;1,0;0;0;0;0;1;0
